Clostridium sensu stricto 14 tetanomorphum	1553	GCA_013294265.1
Clostridium sensu stricto 15 cochlearium	1494	GCA_900187165.1
Clostridium sensu stricto 15 tetani	1513	GCA_900167265.1
Clostridium sensu stricto 18 botulinum	1491	GCA_001276985.1
Clostridium sensu stricto 18 sporogenes	1509	GCA_001020205.1
Clostridium sensu stricto 18 tepidum	1962263	GCA_002008345.1
Clostridium sensu stricto 19 oryzae	1450648	GCA_002029235.1
Clostridium sensu stricto 1 beijerinckii	1520	GCA_002006445.1
Clostridium sensu stricto 1 botulinum	1491	GCA_001276985.1
Clostridium sensu stricto 1 butyricum	1492	GCA_006742065.1
Clostridium sensu stricto 1 chauvoei	46867	GCA_002327185.1
Clostridium sensu stricto 1 chromiireducens	225345	GCA_002029255.1
Clostridium sensu stricto 1 disporicum	84024	GCA_001405015.1
Clostridium sensu stricto 1 gasigenes	94869	GCA_900104115.1
Clostridium sensu stricto 1 isatidis	182773	GCA_002285495.1
Clostridium sensu stricto 1 neonatale	137838	GCA_001458595.1
Clostridium sensu stricto 1 paraputrificum	29363	GCA_900447045.1
Clostridium sensu stricto 1 puniceum	29367	GCA_002006345.1
Clostridium sensu stricto 1 sartagoforme	84031	GCA_004794105.1
Clostridium sensu stricto 1 saudiense	1414720	GCA_000577815.1
Clostridium sensu stricto 1 septicum	1504	GCA_003606265.1
Clostridium sensu stricto 1 taeniosporum	394958	GCA_001735765.2
Clostridium sensu stricto 1 tertium	1559	GCA_900217175.1
Clostridium sensu stricto 1 uliginosum	119641	GCA_900112485.1
Clostridium sensu stricto 1 vincentii	52704	GCA_002995745.1
Clostridium sensu stricto 2 frigidicarnis	84698	GCA_900111985.1
Clostridium sensu stricto 3 amylolyticum	1121298	GCA_900142075.1
Clostridium sensu stricto 3 polynesiense	1325933	GCA_000820705.1
Clostridium sensu stricto 4 fallax	1533	GCA_900129365.1
Clostridium sensu stricto 5 putrefaciens	99675	GCA_900461105.1
Clostridium sensu stricto 6 bornimense	1216932	GCA_000577895.1
Clostridium sensu stricto 7 botulinum	1491	GCA_001276985.1
Clostridium sensu stricto 7 massiliodielmoense	1776385	GCA_900176615.1
Clostridium sensu stricto 7 novyi	1542	GCA_003614235.1
[Acetivibrio] ethanolgignens group ethanolgignens	290052	GCA_001461035.1
[Eubacterium] eligens group eligens	39485	GCA_009680455.1
[Eubacterium] hallii group hallii	39488	GCA_900209925.1
[Eubacterium] oxidoreducens group oxidoreducens	1732	GCA_900104415.1
[Eubacterium] ruminantium group ruminantium	42322	GCA_900108205.1
[Eubacterium] nodatum group infirmum	56774	GCA_900450455.1
[Eubacterium] nodatum group pyruvativorans	155865	GCA_900102225.1
[Eubacterium] saphenum group saphenum	51123	GCA_004555725.1
[Eubacterium] yurii group yurii	39498	GCA_900167215.1
Heliorestis convulata	356322	GCA_009649955.1
Desulfallas-Sporotomaculum syntrophicum	182264	GCA_009932395.1
Gemmatirosa kalamazoonesis	861299	GCA_000522985.1
Nitrospira bacterium	2026887	GCA_011054545.1
Craurococcus-Caldovatus sediminis	2041189	GCA_014644455.1
Komagataeibacter hansenii	nan	GCA_000964405.1
Roseomonas genomospecies	nan	GCA_008365375.1
Methylobacterium-Methylorubrum aquaticum	270351	GCA_001043915.1
Methylobacterium-Methylorubrum brachiatum	269660	GCA_003697185.1
Methylobacterium-Methylorubrum brachythecii	1176177	GCA_014196345.1
Methylobacterium-Methylorubrum currus	2051553	GCA_003058325.1
Methylobacterium-Methylorubrum dankookense	560405	GCA_902141855.1
Methylobacterium-Methylorubrum extorquens	408	GCA_900234795.1
Methylobacterium-Methylorubrum fujisawaense	107400	GCA_014138435.1
Methylobacterium-Methylorubrum gnaphalii	1010610	GCA_007992215.1
Methylobacterium-Methylorubrum gossipiicola	582675	GCA_900113485.1
Methylobacterium-Methylorubrum haplocladii	1176176	GCA_007992175.1
Methylobacterium-Methylorubrum organophilum	410	GCA_003096615.1
Methylobacterium-Methylorubrum oxalidis	944322	GCA_007992195.1
Methylobacterium-Methylorubrum phyllostachyos	582672	GCA_900103445.1
Methylobacterium-Methylorubrum platani	427683	GCA_001653715.1
Methylobacterium-Methylorubrum populi	223967	GCA_002355515.1
Methylobacterium-Methylorubrum pseudosasicola	582667	GCA_900114535.1
Methylobacterium-Methylorubrum rhodesianum	29427	GCA_014199985.1
Methylobacterium-Methylorubrum rhodinum	29428	GCA_014199935.1
Methylobacterium-Methylorubrum salsuginis	414703	GCA_900114375.1
Methylobacterium-Methylorubrum soli	553447	GCA_008806385.1
Methylobacterium-Methylorubrum tarhaniae	1187852	GCA_001043955.1
Methylobacterium-Methylorubrum thiocyanatum	47958	GCA_014138645.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium acidisoli	1538158	GCA_002531755.2
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium alamii	492774	GCA_000744505.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium altiplani	1864509	GCA_001542405.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium anhuiense	1184720	GCA_003985145.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium arenae	1856850	GCA_001931685.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium azibense	1136135	GCA_004365425.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium azooxidifex	1636188	GCA_014196765.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium daejeonense	240521	GCA_014280875.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium ecuadorense	1671795	GCA_001187535.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium endolithicum	1191678	GCA_902153245.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium esperanzae	1967781	GCA_002204185.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium favelukesii	348824	GCA_000577275.2
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium flavum	1335061	GCA_902502825.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium grahamii	1120045	GCA_009498215.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium hainanense	52131	GCA_900094555.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium ipomoeae	1210932	GCA_004912165.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium jaguaris	1312183	GCA_003627755.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium laguerreae	1076926	GCA_002008165.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium leguminosarum	384	GCA_001652265.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium lentis	1138194	GCA_014200175.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium loessense	158890	GCA_900099775.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium lusitanum	293958	GCA_014189535.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium metallidurans	1265931	GCA_014196505.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium miluonense	411945	GCA_900094545.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium multihospitium	410764	GCA_900094585.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium naphthalenivorans	1118451	GCA_007992095.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium oryzae	464029	GCA_900177415.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium oryziradicis	1867956	GCA_001939045.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium phaseoli	396	GCA_003985125.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium pisi	574561	GCA_003938655.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium pseudoryzae	379684	GCA_011046245.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium rhizogenes	359	GCA_013322215.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium rhizoryzae	451876	GCA_011046895.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium smilacinae	1395944	GCA_006335145.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium sophorae	1535242	GCA_013087515.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium sophoriradicis	1535245	GCA_003939025.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium straminoryzae	1387186	GCA_007004135.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium subbaraonis	908946	GCA_900220975.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium sullae	50338	GCA_900169785.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium taibaishanense	887144	GCA_001938985.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium tibeticum	501024	GCA_900110205.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium tropici	398	GCA_000799755.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium tubonense	484088	GCA_003240585.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium vallis	634290	GCA_003985155.1
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium vitis	373	GCA_013426735.1
Ensifer americanus	194963	GCA_001651855.1
Oligotropha carboxidovorans	40137	GCA_000218565.1
Epibacterium mobile	379347	GCA_001681715.1
Epibacterium multivorans	928856	GCA_001458415.1
Yoonia-Loktanella atrilutea	366533	GCA_900128995.1
Yoonia-Loktanella fryxellensis	245187	GCA_900110065.1
Yoonia-Loktanella litorea	1123755	GCA_900114675.1
Yoonia-Loktanella maricola	420999	GCA_002797915.1
Yoonia-Loktanella maritima	1435347	GCA_003003285.1
Yoonia-Loktanella ponticola	1524255	GCA_014199395.1
Yoonia-Loktanella rosea	287098	GCA_900156505.1
Yoonia-Loktanella salsilacus	195913	GCA_900114485.1
Yoonia-Loktanella sediminilitoris	1286148	GCA_003058085.1
Yoonia-Loktanella tamlensis	390270	GCA_900115105.1
Yoonia-Loktanella vestfoldensis	245188	GCA_002158905.1
Rickettsia asemboensis	1068590	GCA_000828125.2
Sphingomonas wittichii	nan	GCA_000016765.1
Thioflexothrix psekupsii	nan	GCA_002149925.1
Burkholderia-Caballeronia-Paraburkholderia aromaticivorans	2026199	GCA_012689525.1
Burkholderia-Caballeronia-Paraburkholderia aspalathi	1324617	GCA_900116445.1
Burkholderia-Caballeronia-Paraburkholderia bannensis	765414	GCA_014200455.1
Burkholderia-Caballeronia-Paraburkholderia bryophila	420952	GCA_003269035.1
Burkholderia-Caballeronia-Paraburkholderia caballeronis	416943	GCA_900104845.1
Burkholderia-Caballeronia-Paraburkholderia caffeinilytica	1761016	GCA_003368325.1
Burkholderia-Caballeronia-Paraburkholderia caribensis	75105	GCA_002902945.1
Burkholderia-Caballeronia-Paraburkholderia diazotrophica	667676	GCA_900108945.1
Burkholderia-Caballeronia-Paraburkholderia diffusa	488732	GCA_001718315.1
Burkholderia-Caballeronia-Paraburkholderia dilworthii	948106	GCA_000472525.1
Burkholderia-Caballeronia-Paraburkholderia dolosa	152500	GCA_902499135.1
Burkholderia-Caballeronia-Paraburkholderia eburnea	1189126	GCA_002917095.1
Burkholderia-Caballeronia-Paraburkholderia fungorum	134537	GCA_902833645.1
Burkholderia-Caballeronia-Paraburkholderia ginsengiterrae	1462993	GCA_001645125.1
Burkholderia-Caballeronia-Paraburkholderia gladioli	28095	GCA_000959725.1
Burkholderia-Caballeronia-Paraburkholderia hospita	169430	GCA_002902965.1
Burkholderia-Caballeronia-Paraburkholderia humisilvae	627669	GCA_902859855.1
Burkholderia-Caballeronia-Paraburkholderia kirstenboschensis	1245436	GCA_001636975.1
Burkholderia-Caballeronia-Paraburkholderia kururiensis	984307	GCA_003350035.1
Burkholderia-Caballeronia-Paraburkholderia lata	482957	GCA_003711145.1
Burkholderia-Caballeronia-Paraburkholderia latens	488446	GCA_001718795.1
Burkholderia-Caballeronia-Paraburkholderia megapolitana	420953	GCA_007556815.1
Burkholderia-Caballeronia-Paraburkholderia metallica	488729	GCA_902832845.1
Burkholderia-Caballeronia-Paraburkholderia monticola	1399968	GCA_001580545.1
Burkholderia-Caballeronia-Paraburkholderia nodosa	392320	GCA_001718195.1
Burkholderia-Caballeronia-Paraburkholderia novacaledonica	1544861	GCA_900258035.1
Burkholderia-Caballeronia-Paraburkholderia phenazinium	60549	GCA_900142845.1
Burkholderia-Caballeronia-Paraburkholderia phenoliruptrix	252970	GCA_902859825.1
Burkholderia-Caballeronia-Paraburkholderia piptadeniae	1701573	GCA_900007165.2
Burkholderia-Caballeronia-Paraburkholderia pseudomultivorans	1207504	GCA_902499075.1
Burkholderia-Caballeronia-Paraburkholderia rhizosphaerae	480658	GCA_004366595.1
Burkholderia-Caballeronia-Paraburkholderia rhynchosiae	487049	GCA_002879865.1
Burkholderia-Caballeronia-Paraburkholderia ribeironis	1247936	GCA_900019265.2
Burkholderia-Caballeronia-Paraburkholderia sacchari	159450	GCA_000785435.2
Burkholderia-Caballeronia-Paraburkholderia sartisoli	83784	GCA_900107685.1
Burkholderia-Caballeronia-Paraburkholderia sediminicola	458836	GCA_902859805.1
Burkholderia-Caballeronia-Paraburkholderia silvatlantica	321895	GCA_003096715.1
Burkholderia-Caballeronia-Paraburkholderia solisilvae	624376	GCA_902859875.1
Burkholderia-Caballeronia-Paraburkholderia susongensis	1515439	GCA_900177725.1
Burkholderia-Caballeronia-Paraburkholderia terrae	311230	GCA_002902925.1
Burkholderia-Caballeronia-Paraburkholderia terricola	169427	GCA_900142195.1
Burkholderia-Caballeronia-Paraburkholderia tropica	92647	GCA_900109265.1
Burkholderia-Caballeronia-Paraburkholderia ultramafica	1544867	GCA_902859915.1
Burkholderia-Caballeronia-Paraburkholderia unamae	219649	GCA_003268775.1
[Polyangium] brachysporum group brachysporum	413882	GCA_001017435.1
Methylovorus glucosetrophus	266009	GCA_009858335.1
Thioalkalispira-Sulfurivermis fontis	1972068	GCA_004001245.1
Escherichia-Shigella dysenteriae	622	GCA_002949675.1
Hafnia-Obesumbacterium proteus	82983	GCA_001586165.1
[Agitococcus] lubricus group lubricus	1077255	GCA_003051055.1
Pseudomonas pertucinogena	86175	GCA_014646575.1
Pseudomonas stutzeri	316	GCA_009789555.1
Borrelia tachyglossi	1964448	GCA_003076595.1
Borreliella bissettii	64897	GCA_000222305.1
Spirochaeta 2 perfilievii	252967	GCA_008329945.1
Treponema caldarium	215591	GCA_000219725.1
Candidatus Nitrosocaldus cavascurensis	2058097	GCA_900248165.1
Candidatus Nitrosopelagicus brevis	1410606	GCA_000812185.1
Candidatus Nitrosopumilus adriaticus	1580092	GCA_000956175.1
Candidatus Nitrosopumilus piranensis	1582439	GCA_000875775.1
Candidatus Nitrosopumilus sediminis	1229909	GCA_000299395.1
Candidatus Nitrosotenuis aquarius	1846278	GCA_002787055.1
Cenarchaeum symbiosum	46770	GCA_000200715.1
Candidatus Nitrososphaera evergladensis	1459637	GCA_000730285.1
Candidatus Nitrososphaera gargensis	497727	GCA_000303155.1
Candidatus Nitrosotalea devanaterra	1078905	GCA_900065925.1
Acidilobus saccharovorans	242703	GCA_000144915.1
Aeropyrum camini	229980	GCA_000591035.1
Aeropyrum pernix	56636	GCA_000011125.1
Caldisphaera lagunensis	200415	GCA_000317795.1
Desulfurococcus amylolyticus	94694	GCA_000513855.1
Desulfurococcus mucosus	2275	GCA_000186365.1
Staphylothermus hellenicus	84599	GCA_000092465.1
Staphylothermus marinus	2280	GCA_000015945.1
Thermogladius calderae	1200300	GCA_000264495.1
Thermosphaera aggregans	54254	GCA_011053855.1
Ignicoccus hospitalis	160233	GCA_000017945.1
Ignicoccus islandicus	54259	GCA_001481685.1
Ignisphaera aggregans	334771	GCA_011055355.1
Hyperthermus butylicus	54248	GCA_000015145.1
Pyrodictium delaneyi	1273541	GCA_001412615.1
Pyrodictium occultum	2309	GCA_001462395.1
Fervidicoccus fontis	683846	GCA_000258425.1
Acidianus ambivalens	2283	GCA_009729015.1
Acidianus brierleyi	41673	GCA_003201835.2
Acidianus copahuensis	1160895	GCA_000632495.1
Acidianus infernus	12915	GCA_009729545.1
Acidianus manzaensis	282676	GCA_002116695.1
Acidianus sulfidivorans	312539	GCA_003201765.2
Metallosphaera cuprina	1006005	GCA_000204925.1
Metallosphaera hakonensis	79601	GCA_003201675.2
Metallosphaera sedula	43687	GCA_000016605.1
Metallosphaera tengchongensis	1532350	GCA_013343295.1
Metallosphaera yellowstonensis	1111107	GCA_000243315.1
Saccharolobus solfataricus	2287	GCA_900079115.1
Stygiolobus azoricus	41675	GCA_009729035.1
Sulfolobus acidocaldarius	2285	GCA_000508305.1
Sulfurisphaera ohwakuensis	69656	GCA_009729055.1
Thermofilum pendens	2269	GCA_011372985.1
Thermofilum uzonense	1550241	GCA_000993805.1
Caldivirga maquilingensis	76887	GCA_000018305.1
Pyrobaculum aerophilum	13773	GCA_000007225.1
Pyrobaculum arsenaticum	121277	GCA_000016385.1
Pyrobaculum calidifontis	181486	GCA_000015805.1
Pyrobaculum ferrireducens	1104324	GCA_000234805.1
Pyrobaculum islandicum	2277	GCA_000015205.1
Pyrobaculum neutrophilum	70771	GCA_000019805.1
Pyrobaculum oguniense	99007	GCA_000247545.1
Thermoproteus tenax	2271	GCA_000253055.1
Thermoproteus uzoniensis	184117	GCA_000193375.1
Vulcanisaeta distributa	164451	GCA_000148385.1
Vulcanisaeta moutnovskia	985052	GCA_000190315.1
Vulcanisaeta thermophila	867917	GCA_001748385.1
Methanobacterium bryantii	2161	GCA_002287175.1
Methanobacterium congolense	118062	GCA_900095295.1
Methanobacterium formicicum	2162	GCA_000302455.1
Methanobacterium lacus	877455	GCA_000191585.1
Methanobacterium paludis	868131	GCA_000214725.1
Methanobacterium subterraneum	59277	GCA_002813695.1
Methanobacterium veterum	408577	GCA_000745485.1
Methanobrevibacter arboriphilus	39441	GCA_000513315.1
Methanobrevibacter boviskoreani	1348249	GCA_000320505.2
Methanobrevibacter curvatus	49547	GCA_001639295.1
Methanobrevibacter cuticularis	47311	GCA_001639285.1
Methanobrevibacter filiformis	55758	GCA_001639265.1
Methanobrevibacter gottschalkii	190974	GCA_003814835.1
Methanobrevibacter millerae	230361	GCA_900103415.1
Methanobrevibacter olleyae	294671	GCA_900114585.1
Methanobrevibacter oralis	66851	GCA_001639275.1
Methanobrevibacter ruminantium	83816	GCA_004553595.1
Methanobrevibacter smithii	2173	GCA_002252585.1
Methanobrevibacter thaueri	190975	GCA_003111625.1
Methanobrevibacter woesei	190976	GCA_003111605.1
Methanobrevibacter wolinii	190977	GCA_000621965.1
Methanosphaera cuniculi	1077256	GCA_003149675.1
Methanosphaera stadtmanae	2317	GCA_000012545.1
Methanothermus fervidus	2180	GCA_000166095.1
Methanothermobacter marburgensis	145263	GCA_000145295.1
Methanothermobacter tenebrarum	680118	GCA_003264935.1
Methanothermobacter thermautotrophicus	145262	GCA_000008645.1
Methanothermobacter wolfei	145261	GCA_900095815.1
Methanocaldococcus bathoardescens	1301915	GCA_000739065.1
Methanocaldococcus fervens	83171	GCA_000023985.1
Methanocaldococcus infernus	67760	GCA_000092305.1
Methanocaldococcus jannaschii	2190	GCA_000091665.1
Methanocaldococcus villosus	667126	GCA_000371805.1
Methanocaldococcus vulcanius	73913	GCA_000024625.1
Methanococcus aeolicus	42879	GCA_000017185.1
Methanococcus maripaludis	39152	GCA_002945325.1
Methanococcus vannielii	2187	GCA_000017165.1
Methanococcus voltae	2188	GCA_000006175.2
Methanothermococcus okinawensis	155863	GCA_000179575.2
Methanothermococcus thermolithotrophicus	2186	GCA_000376965.1
Methanotorris formicicus	213185	GCA_000243455.2
Methanotorris igneus	2189	GCA_000214415.1
Methanopyrus kandleri	2320	GCA_000007185.1
Palaeococcus ferrophilus	83868	GCA_000966265.1
Palaeococcus pacificus	971279	GCA_000725425.1
Pyrococcus abyssi	29292	GCA_000195935.2
Pyrococcus furiosus	2261	GCA_000007305.1
Pyrococcus horikoshii	53953	GCA_000011105.1
Pyrococcus kukulkanii	1609559	GCA_001577775.1
Pyrococcus yayanosii	1008460	GCA_000215995.1
Thermococcus barophilus	55802	GCA_000151105.2
Thermococcus barossii	54077	GCA_002214465.1
Thermococcus celer	2264	GCA_002214365.1
Thermococcus celericrescens	227598	GCA_001484195.1
Thermococcus cleftensis	163003	GCA_000265525.1
Thermococcus eurythermalis	1505907	GCA_000769655.1
Thermococcus gammatolerans	187878	GCA_000022365.1
Thermococcus gorgonarius	71997	GCA_002214385.1
Thermococcus guaymasensis	110164	GCA_000816105.1
Thermococcus kodakarensis	311400	GCA_000009965.1
Thermococcus litoralis	2265	GCA_000246985.3
Thermococcus nautili	195522	GCA_000585495.1
Thermococcus onnurineus	342948	GCA_000018365.1
Thermococcus pacificus	71998	GCA_002214485.1
Thermococcus peptonophilus	53952	GCA_001592435.1
Thermococcus piezophilus	1712654	GCA_001647085.1
Thermococcus profundus	49899	GCA_002214585.1
Thermococcus radiotolerans	187880	GCA_002214565.1
Thermococcus sibiricus	172049	GCA_000022545.1
Thermococcus siculi	72803	GCA_002214505.1
Thermococcus thioreducens	277988	GCA_002214545.1
Thermococcus zilligii	54076	GCA_000258515.1
Archaeoglobus fulgidus	2234	GCA_011048195.1
Archaeoglobus profundus	84156	GCA_000025285.1
Archaeoglobus sulfaticallidus	1316941	GCA_000385565.1
Archaeoglobus veneficus	58290	GCA_000194625.1
Ferroglobus placidus	54261	GCA_000025505.1
Geoglobus acetivorans	565033	GCA_000789255.1
Geoglobus ahangari	113653	GCA_001006045.1
Haladaptatus cibarius	453847	GCA_000710615.1
Haladaptatus litoreus	553468	GCA_900156425.1
Haladaptatus paucihalophilus	367189	GCA_000376445.1
Halanaeroarchaeum sulfurireducens	1604004	GCA_001011115.1
Halarchaeum acidiphilum	489138	GCA_000474235.1
Halarchaeum grantii	1193105	GCA_014647455.1
Halarchaeum nitratireducens	489913	GCA_014647155.1
Halarchaeum rubridurum	489911	GCA_014647115.1
Halobacterium hubeiense	1407499	GCA_001488575.1
Halobacterium jilantaiense	355548	GCA_900110535.1
Halobacterium salinarum	2242	GCA_008124605.1
Halocalculus aciditolerans	1383812	GCA_014647475.1
Halodesulfurarchaeum formicicum	1873524	GCA_001886955.1
Halalkalicoccus jeotgali	413810	GCA_000196895.1
